Seccion,azul ,rojo ,naranja ,negro 
2145,7,27,17,4
2145,8,26,18,3
2147,21,53,9,0
2369,4,38,9,2
2369,6,42,10,2
2369,6,38,12,3
2370,3,38,3,8
2370,2,31,6,7
2371,3,39,4,6
2372,5,19,11,7
2372,7,16,16,6
2372,9,25,10,6
2373,10,24,14,3
2373,9,22,17,4
4074,44,32,3,1
4074,43,38,1,0
4074,27,46,4,1
4074,28,48,2,0
4074,25,49,2,1
1806,9,58,10,2
1807,10,60,11,0
1807,10,56,10,0
1808,12,62,4,3
1808,7,64,7,0
1809,9,64,13,1
1810,9,57,13,1
1812,10,57,8,2
1812,17,53,10,2
1813,8,61,11,2
1814,7,60,9,2
1814,11,58,12,2
1815,16,53,12,5
1815,15,59,12,2
1816,15,57,10,2
1817,7,58,10,2
1818,13,59,8,3
1819,14,52,11,2
1820,5,63,10,4
1821,12,61,8,2
1821,10,51,11,3
1822,10,62,12,2
1823,11,64,11,0
1824,9,60,9,2
1825,8,67,11,3
1825,9,62,7,2
1826,6,65,10,2
1826,4,70,7,2
1826,5,62,7,2
1826,6,64,9,1
1826,5,62,10,3
1831,8,55,13,2
1832,7,69,9,0
1832,9,66,7,1
1833,11,60,12,3
1834,14,52,14,3
1834,15,52,13,1
1835,11,57,7,2
1836,7,62,9,2
1837,17,55,8,2
1837,14,49,9,2
1838,3,61,13,2
1838,4,65,8,5
1839,9,54,11,3
1840,11,56,9,4
1841,9,59,12,2
1842,15,51,14,4
1842,12,66,9,1
1843,11,59,10,2
1844,7,69,9,0
1844,9,59,12,2
1845,10,64,8,1
1845,14,54,13,2
1846,8,56,15,2
1846,8,67,8,1
1847,13,66,8,1
1848,11,57,10,3
1849,14,57,10,2
1850,14,57,9,2
1851,15,51,12,1
1851,13,57,10,3
1851,16,53,13,1
1851,12,56,14,1
1852,14,51,12,2
1853,8,64,10,2
1854,6,63,10,2
1854,8,63,10,2
1855,8,69,11,0
1855,9,60,10,2
1856,8,70,6,1
1857,9,59,12,2
1857,11,62,11,2
1858,8,65,12,2
1858,8,64,9,3
1858,7,64,15,0
1859,10,60,12,2
1860,6,56,10,3
1860,6,66,6,3
1861,11,59,12,4
1862,7,58,8,2
1864,9,61,9,4
1865,12,57,9,3
1866,7,61,10,1
1866,5,71,9,4
1867,16,43,21,5
1868,11,58,14,1
1868,13,56,13,1
1869,8,54,14,2
1869,9,55,15,4
1870,8,69,6,3
1871,7,61,11,2
1871,7,59,15,1
1871,11,58,10,4
1872,5,58,11,4
1877,8,64,11,2
1877,7,59,13,1
1877,5,64,10,2
1877,7,67,9,2
1878,9,58,16,3
1878,9,58,12,2
1878,7,66,9,1
1878,7,64,10,2
1879,3,72,9,1
1879,5,66,13,1
1879,2,72,9,2
1879,2,72,7,3
1880,10,67,9,0
1880,10,55,15,1
1881,9,64,9,1
1882,9,59,12,3
1883,5,64,7,3
1883,6,64,10,1
1885,5,67,11,1
1885,4,65,15,2
1885,4,67,11,1
1885,5,64,13,2
1885,5,65,15,2
1885,7,64,7,1
1885,6,65,11,2
1885,8,62,13,1
1885,6,62,9,2
1885,6,66,10,1
1885,9,62,10,1
1885,6,65,10,2
1891,6,64,12,1
1891,8,70,0,0
1892,6,69,9,3
1892,5,68,9,2
1892,2,72,10,2
1893,2,69,7,2
1894,12,58,10,1
1895,7,63,9,1
1896,5,72,7,2
1896,9,64,7,2
1897,9,63,8,2
1898,8,57,9,2
1899,7,61,8,2
1900,6,71,8,1
1900,8,62,12,2
1901,3,65,4,0
1901,4,63,10,4
1902,# DIV/0!,# DIV/0!,# DIV/0!,# DIV/0!
1902,8,60,11,3
1903,4,64,9,3
1903,3,66,8,2
1904,7,57,16,1
1904,4,69,9,1
1905,# DIV/0!,# DIV/0!,# DIV/0!,# DIV/0!
1906,5,65,9,2
1906,11,60,12,2
1907,3,64,11,2
1907,2,66,8,2
1907,4,73,7,2
1908,3,68,8,3
1908,5,68,9,4
1909,4,71,5,2
1910,9,62,11,0
1911,9,61,11,1
1911,8,65,8,5
1912,8,60,10,3
1912,7,60,11,2
1917,13,55,11,0
1917,13,53,11,1
1918,10,61,9,1
1918,10,52,13,0
1919,11,62,13,0
1919,16,61,7,1
1919,10,59,16,1
1919,22,45,9,1
1920,9,64,10,1
1920,8,62,7,4
1921,10,59,11,1
1921,9,61,12,4
1922,7,60,9,1
1923,8,57,8,4
1923,11,62,12,2
1924,8,65,10,1
1924,10,61,9,0
1925,8,56,11,2
1925,11,60,15,1
1926,8,61,13,4
1926,12,56,11,1
1927,7,59,12,2
1927,9,60,8,3
1928,18,49,16,1
1928,16,55,13,2
1929,17,56,10,2
1929,14,54,11,1
1929,13,53,11,7
1929,14,59,9,2
1930,9,59,12,3
1930,6,61,13,1
1930,8,63,10,2
1930,9,63,13,1
1931,4,65,9,3
1932,4,63,13,2
1932,9,63,8,1
1932,8,61,13,1
1933,11,53,16,0
1933,8,58,18,1
1933,10,55,11,2
1933,12,56,15,2
1933,10,59,14,2
1934,12,55,12,2
1934,10,66,9,2
1935,11,59,12,1
1935,9,65,6,2
1936,10,58,14,1
1936,11,63,9,1
1936,11,62,12,1
1936,11,60,9,2
1936,8,69,9,1
1937,8,59,16,2
1938,9,61,14,2
1939,9,57,13,2
1939,10,61,13,1
1939,8,63,12,2
1940,13,58,9,0
1940,7,58,11,1
1940,8,60,13,1
1940,7,66,9,1
1940,7,69,11,2
1940,6,70,11,1
2711,14,53,15,1
2711,14,55,16,0
2711,11,60,16,1
2711,10,59,15,3
2711,11,56,15,2
2711,10,54,15,1
2711,13,53,16,1
2711,12,58,14,0
2711,11,59,15,1
2711,10,56,17,1
2711,11,58,14,1
2711,10,60,17,2
2711,14,50,15,1
2711,12,62,12,1
2712,8,61,15,2
2712,6,68,16,1
2713,18,49,14,2
2713,16,52,14,2
2713,10,52,18,1
2713,19,53,15,1
2713,13,54,14,1
2714,6,60,15,1
2714,7,62,14,3
2715,7,59,13,2
2715,6,69,10,2
2716,5,70,11,1
2716,2,64,10,3
2717,5,67,11,1
2717,4,73,13,1
2718,5,63,10,3
2718,7,62,13,1
2719,10,59,18,2
2719,16,53,15,1
2720,9,58,18,0
2720,10,62,18,1
2721,15,58,15,1
2722,10,55,19,2
2722,11,64,14,1
2723,9,61,14,3
2723,9,63,12,1
2724,7,64,13,2
2725,5,68,12,1
2725,7,65,15,1
2726,6,60,8,3
2726,7,60,15,1
2727,7,66,15,0
2727,7,62,11,2
2728,8,59,13,1
2728,6,62,17,1
2729,8,54,13,2
2729,7,57,12,2
2730,7,63,10,0
2730,8,66,12,1
2732,4,76,8,1
2733,3,75,8,1
2733,3,70,10,2
2737,3,71,6,1
2737,2,71,8,1
2738,8,69,8,2
2738,4,72,11,3
2739,8,61,16,0
2739,3,60,18,9
2740,5,65,15,0
2740,6,62,15,3
2741,11,61,14,2
2741,9,61,10,2
2742,8,55,20,2
2742,7,70,12,0
2743,6,73,9,0
2743,5,63,15,2
2744,11,55,11,2
2744,8,61,13,2
2745,12,56,17,2
2745,11,63,14,0
2746,16,55,12,2
2746,15,54,15,1
2747,5,63,11,2
2747,4,64,10,1
2748,12,59,16,2
2748,13,54,17,1
2749,9,44,17,0
2749,12,48,19,2
2750,8,60,14,2
2751,7,60,13,4
2751,9,67,10,0
2752,9,54,14,1
2752,9,66,12,0
2752,10,64,11,3
2752,12,59,15,1
2753,8,61,12,3
2753,8,61,15,0
2754,8,60,14,3
2754,9,58,14,1
2755,12,60,14,2
2755,7,59,14,1
2756,10,60,12,3
2756,11,61,15,1
2757,9,69,9,0
2757,9,63,12,1
2758,7,67,13,1
2758,6,71,12,0
2759,6,66,10,1
2759,7,65,9,0
2760,6,68,10,1
2760,6,69,11,2
2761,5,73,8,2
2761,4,73,9,0
2761,5,66,10,2
2761,4,66,9,4
2762,5,67,11,3
2762,6,71,9,0
2763,5,66,11,2
2763,7,69,13,1
2764,6,65,10,0
2764,5,69,10,2
2765,9,63,13,2
2765,6,65,17,2
2766,5,68,16,3
2766,5,63,12,3
2767,5,60,15,1
2767,5,67,11,1
2768,7,64,8,2
2768,3,74,9,0
2769,9,65,12,1
2769,7,61,15,2
2770,7,65,14,1
2770,5,64,9,1
2771,7,63,11,3
2771,9,63,10,1
2772,0,100,0,0
2772,7,63,11,3
2772,7,70,11,0
2773,7,69,13,0
2773,6,66,12,1
2774,15,60,3,3
2774,13,51,13,3
2775,8,62,15,0
2775,11,60,14,1
2775,12,61,14,1
2775,15,54,11,1
2776,3,66,13,2
2776,9,64,10,2
2777,4,67,14,0
2777,8,66,10,0
2778,8,62,12,1
2778,6,60,15,2
2779,4,71,8,1
2779,5,72,7,0
2786,4,68,10,2
2786,4,68,8,2
2787,4,75,9,2
2787,3,79,6,1
2788,3,66,11,3
2788,1,69,9,3
2789,3,63,11,2
2789,5,66,12,4
2790,7,64,15,1
2790,6,66,12,1
2791,6,66,18,0
2791,6,64,13,1
2792,4,71,17,0
2792,8,65,14,2
2793,8,64,13,0
2793,4,65,17,1
2794,6,66,13,1
2794,5,68,12,2
2795,5,66,10,2
2795,4,66,8,2
2795,5,71,9,1
2796,6,70,12,0
2796,6,61,13,2
2796,7,67,10,2
2797,7,68,8,1
2797,7,68,10,2
2798,6,70,13,1
2799,6,59,18,2
2799,8,61,13,2
2800,10,63,12,1
2801,7,65,9,2
2802,7,66,7,1
2802,6,61,11,2
2803,7,57,16,2
2803,7,62,15,1
2804,7,65,16,1
2804,8,70,9,1
2805,8,64,11,0
2805,9,65,10,2
2806,3,70,12,2
2806,3,71,12,2
2807,5,66,11,1
2807,5,67,10,1
2808,6,62,16,3
2808,8,69,9,1
2809,7,64,14,2
2809,6,67,11,2
2810,8,60,9,3
2810,5,70,6,0
2810,5,72,9,2
2811,5,71,9,2
2811,6,60,13,3
2811,6,75,10,0
2811,7,67,12,1
2811,5,72,7,0
2811,3,72,11,3
2811,6,73,9,1
2811,4,69,11,2
2811,3,73,8,2
2811,5,70,9,2
2811,7,69,9,3
2811,5,74,7,2
2811,6,70,8,1
2812,11,57,11,1
2813,14,54,12,3
2813,12,51,17,1
2814,10,62,10,2
2814,7,69,10,1
2814,6,67,10,1
2814,5,65,13,1
2814,33,36,8,1
2815,7,70,11,1
2815,6,69,9,2
2815,5,72,6,1
2815,2,74,7,2
2815,4,70,10,3
2815,5,63,12,1
2815,5,74,9,0
2815,3,74,9,2
2815,4,71,11,1
2815,2,71,7,3
2815,2,76,10,2
2815,4,72,11,2
2815,6,70,11,1
2815,4,73,6,1
2815,3,73,6,2
2815,3,65,12,2
2815,1,74,7,2
2815,4,68,11,0
2815,3,67,10,2
2815,7,71,6,2
2816,4,72,11,2
2816,5,66,13,1
2817,6,73,8,2
2817,6,70,11,4
2818,6,64,14,1
2818,7,66,11,2
2818,6,63,11,2
2818,2,65,15,3
2819,3,74,10,2
2819,4,71,8,2
2819,3,73,9,1
2819,6,68,11,1
2820,6,66,10,4
2820,7,72,8,0
2822,9,67,8,2
2822,6,73,6,2
2823,4,77,7,1
2823,6,69,10,1
2823,3,72,9,1
2823,4,70,9,2
2823,4,74,6,1
2823,5,66,9,2
2823,5,66,11,1
2823,4,73,11,2
2823,5,67,10,1
2823,6,67,12,1
2823,6,69,10,2
2823,4,75,8,0
2823,3,71,5,0
2823,5,69,9,1
2823,4,71,8,2
2824,2,73,11,2
2824,4,76,9,1
2829,15,48,14,2
2829,16,57,13,0
2838,10,59,12,1
2838,7,60,15,2
2839,19,52,11,1
2839,16,45,20,2
2840,10,60,16,1
2840,11,57,16,1
2841,7,67,11,2
2841,7,71,10,0
2842,13,56,14,2
2842,8,65,17,2
2843,4,67,12,2
2843,6,66,12,1
3320,7,68,10,1
3320,4,66,11,2
3320,5,72,9,1
3320,4,70,10,3
3321,4,67,10,1
3321,6,69,10,2
3321,3,74,10,1
3322,3,69,8,2
3322,3,70,10,2
3322,2,77,9,1
3322,3,74,8,1
3323,2,75,7,1
3323,3,70,12,2
3323,5,74,10,1
3324,3,76,13,1
3324,2,68,11,1
3324,3,79,7,1
3325,4,71,8,1
3325,3,76,5,2
3325,3,73,7,2
1,24,19,10,4
1,29,20,9,3
2,20,20,9,2
2,33,30,8,2
3,14,22,13,1
3,20,28,11,3
4,20,27,12,3
4,16,28,9,3
5,11,28,11,4
5,11,25,13,3
6,13,27,13,3
6,12,26,11,3
6,9,25,19,3
7,10,24,10,5
7,11,29,10,2
8,12,25,12,3
8,12,26,10,3
10,38,16,6,1
11,20,16,13,8
12,13,20,3,8
13,21,39,7,10
14,10,23,9,5
15,59,26,2,0
16,54,11,6,4
1126,13,48,8,4
1127,14,46,9,5
1128,7,51,11,6
1129,9,56,6,6
1130,8,50,5,8
1130,6,57,5,7
1131,18,51,12,4
1132,9,46,3,1
1132,15,15,8,12
1134,10,56,6,4
1134,6,63,7,7
1737,0,75,0,0
1737,25,46,8,2
1827,10,59,14,1
1827,9,67,8,2
1827,6,67,10,2
1827,9,60,11,2
1827,8,62,12,2
1827,6,69,10,2
1827,8,62,11,1
1827,8,62,11,1
1863,11,61,8,2
1873,10,54,15,4
1874,3,66,5,3
1875,10,60,11,2
1876,5,62,10,2
1886,5,73,8,2
1886,8,63,9,0
1888,6,70,6,1
1888,5,69,5,2
1888,4,77,7,2
1888,3,70,7,3
1889,5,72,9,2
1889,5,70,6,1
1889,3,70,6,2
1889,2,72,10,2
1889,2,71,8,1
1889,4,73,11,1
1889,3,64,9,1
1889,4,65,9,3
1942,5,66,7,1
1942,6,63,6,2
1942,8,64,9,5
1943,9,59,7,3
1943,8,61,7,4
1943,4,66,4,5
1944,2,74,5,2
1945,5,71,6,2
1945,8,61,5,3
1945,2,75,4,0
1945,3,76,5,1
1945,3,72,3,1
1945,1,77,6,3
1945,5,78,4,2
1945,3,73,6,2
1945,1,76,5,1
1945,2,73,5,3
1945,3,81,4,1
1945,2,73,9,0
1945,2,77,5,1
1945,3,69,6,3
1945,3,76,4,1
1945,4,83,6,0
2509,10,41,4,2
2510,10,43,7,2
2510,5,46,8,4
2511,5,53,6,3
2511,6,45,8,3
2512,7,49,4,3
2513,8,48,4,5
2514,10,47,4,6
2515,7,43,5,3
2516,15,31,6,3
2517,2,44,5,6
2731,10,63,16,2
2731,9,61,13,2
2731,8,66,10,2
2734,8,70,9,1
2734,5,64,12,1
2734,5,68,12,1
2735,4,78,6,0
2735,3,72,12,2
2736,4,70,8,3
2736,3,66,12,3
2780,3,69,8,3
2780,3,72,10,0
2781,4,77,8,1
2781,3,69,11,2
2781,1,74,7,1
2781,4,68,9,3
2781,4,71,9,2
2781,5,73,5,2
2781,2,76,9,2
2781,5,71,6,2
2781,2,71,9,3
2781,4,69,10,3
2781,5,75,11,2
2781,3,70,6,4
2782,3,73,7,2
2782,5,68,8,2
2782,4,71,8,1
2782,14,26,26,2
2782,2,71,9,2
2782,1,71,13,3
2782,3,74,9,2
2782,2,79,6,2
2782,3,75,8,2
2782,2,78,8,2
2782,2,74,11,0
2783,1,74,6,1
2784,2,67,14,2
2784,4,72,8,4
2785,4,72,7,2
2785,3,63,10,2
2825,4,74,9,2
2825,# DIV/0!,# DIV/0!,# DIV/0!,# DIV/0!
2825,4,73,7,1
2826,4,78,6,2
2826,4,67,12,3
2827,6,73,8,2
2827,3,69,8,2
2903,3,70,11,0
2903,3,68,7,2
2904,6,63,12,2
2905,4,75,6,1
2906,4,70,7,2
2906,2,78,7,1
2907,4,67,10,1
2907,2,68,13,1
2908,10,63,14,3
2908,6,67,12,2
2909,15,63,8,1
2909,9,57,15,2
2910,12,59,10,0
2910,8,66,11,2
2911,9,67,13,2
2912,7,67,14,2
2912,5,64,9,1
2913,11,64,11,1
2913,12,62,7,2
2914,10,63,11,2
2915,4,73,8,1
2915,10,73,9,3
2915,4,68,9,2
2916,5,65,9,1
2916,6,73,10,1
2916,3,77,9,1
2917,5,75,5,2
2917,2,67,9,3
2917,4,70,9,3
2918,4,73,6,2
2918,3,79,9,2
2918,4,73,10,1
2919,4,75,7,1
2919,6,67,12,2
2920,4,72,12,2
2920,4,72,12,2
2921,2,68,8,1
2922,3,66,12,2
2922,4,62,15,2
2923,5,72,8,1
2924,1,77,7,3
2924,3,75,3,2
2924,3,75,7,2
2924,4,74,5,3
2924,3,73,9,2
2925,1,81,7,2
2926,4,59,11,3
2926,5,70,9,4
2927,4,63,10,4
2927,3,69,13,1
2928,6,69,7,1
2928,6,66,10,2
2929,7,71,9,0
2929,3,76,7,2
2929,4,75,9,2
2929,1,79,7,1
2930,1,69,9,3
2930,2,74,5,3
2930,2,74,7,1
2930,2,75,7,2
2930,7,4,31,5
2930,3,79,7,2
2930,2,75,11,0
2930,2,75,5,3
2930,0,91,0,2
2930,3,74,5,1
2930,1,77,6,2
2930,3,74,8,1
2931,1,82,5,1
2931,5,74,7,2
2932,2,74,6,5
2933,2,76,10,1
2934,1,72,9,1
2934,4,78,7,3
2935,4,70,6,3
2936,2,80,7,1
2936,7,79,4,0
2937,6,70,11,1
2937,4,78,10,1
2937,7,70,10,2
2938,2,76,8,1
2939,1,80,9,0
2940,4,70,9,2
2941,5,74,7,2
2941,3,75,6,2
2942,4,72,10,2
2943,0,73,10,1
2944,1,73,6,1
2944,2,76,6,1
2945,1,76,8,1
2946,6,74,6,2
2947,3,71,12,1
2948,3,78,7,0
2949,3,76,8,2
2950,4,76,5,2
2951,4,76,8,1
2952,4,79,8,2
2953,2,76,8,2
2954,2,76,9,2
2955,2,77,6,1
2956,1,76,12,1
2957,3,83,4,1
2958,4,76,9,0
2959,0,80,7,1
2959,4,70,7,0
2960,1,79,7,1
2961,2,78,5,1
2962,3,77,7,1
2962,2,74,9,2
2963,2,80,7,1
2964,1,79,7,1
2965,4,75,6,2
2966,1,72,8,2
2967,4,77,6,1
2968,2,75,7,0
2969,2,75,9,0
2970,2,76,7,5
2971,2,78,8,1
2971,3,75,8,1
2971,1,79,8,1
2971,1,76,8,0
2971,1,81,7,1
2971,4,70,6,3
2972,0,71,12,1
2973,1,74,8,0
2973,4,77,10,1
2974,5,71,7,2
2974,2,80,8,1
2974,3,77,7,0
2974,3,80,8,1
2974,2,77,4,1
2974,2,78,6,1
2974,4,71,6,1
2974,6,67,14,2
2974,1,78,8,1
2974,2,71,9,1
2975,2,74,12,2
2976,3,74,6,3
2976,2,77,8,3
2976,4,75,8,1
2976,2,70,8,4
2976,5,70,12,0
2977,2,80,8,1
2977,2,79,6,2
2978,1,81,6,1
2979,3,76,5,4
2979,4,76,5,1
2980,2,79,5,0
2981,4,65,13,0
2982,5,70,9,1
2982,6,67,14,2
2983,5,77,6,0
2983,1,80,11,1
2983,2,82,8,0
2983,1,81,6,0
2983,2,76,10,1
2983,3,74,10,0
2983,2,81,6,0
2983,1,79,8,1
2983,4,77,6,2
2983,2,76,8,1
2983,5,75,8,0
2983,2,73,8,2
2983,2,76,10,1
2983,3,78,9,1
2983,2,76,7,2
2983,2,78,7,2
2983,3,77,6,2
2984,1,73,8,3
2984,4,77,5,1
2985,6,72,6,2
2986,2,75,7,1
2986,1,80,4,1
2987,1,74,9,1
2988,7,71,10,1
2989,5,72,9,2
2989,2,65,13,1
2990,1,83,7,0
2990,3,72,6,2
2991,4,76,12,1
2991,1,74,8,0
2992,2,74,5,1
2993,6,66,7,1
2993,2,71,13,1
2994,3,71,8,2
2995,5,77,7,2
2995,4,68,11,2
2996,1,72,7,1
2997,3,75,9,0
2998,2,76,6,5
2998,2,73,10,2
2998,1,76,7,2
2998,3,78,6,1
2999,4,77,8,1
3000,2,75,7,1
3001,0,75,14,2
3002,1,76,11,2
3003,3,83,12,1
3004,2,75,10,2
3004,2,73,7,2
3004,3,75,7,1
3004,4,70,14,0
3004,2,77,7,0
3005,2,78,9,3
3006,2,78,4,1
3007,5,68,10,1
3008,3,74,5,2
3009,1,77,10,0
3010,1,79,6,2
3010,1,81,5,1
3011,1,73,8,1
3012,2,73,6,4
3013,1,76,7,2
3014,1,80,6,2
3015,3,68,7,2
3016,2,80,4,2
3017,1,75,5,1
3018,3,76,9,0
3018,2,76,7,0
3018,2,77,7,1
3019,1,79,5,0
3020,3,86,6,0
3021,2,72,4,2
3021,3,76,5,1
3021,5,77,5,0
3021,1,85,4,0
3021,2,78,5,0
3021,2,79,6,2
3021,2,85,3,1
3022,3,79,4,1
3023,2,74,11,2
3024,1,78,5,3
3025,3,80,5,2
3026,6,73,6,0
3027,0,77,4,0
3027,2,81,5,1
3030,15,69,4,3
3034,7,60,16,2
3038,4,71,6,5
3039,11,58,18,0
3040,9,58,16,3
3041,5,73,9,2
3042,5,78,4,1
3043,5,73,8,2
3044,2,69,11,2
3045,2,77,6,2
3046,2,80,8,1
3047,2,71,11,2
3048,4,74,7,3
3049,1,79,9,1
3050,1,69,10,1
3051,3,82,4,1
3052,1,77,8,2
3053,4,64,11,0
3054,2,69,8,3
3055,3,71,6,0
3056,3,68,10,4
3057,7,71,8,1
3058,4,73,8,1
3059,2,74,6,1
3060,4,73,8,1
3061,2,77,6,1
3062,4,64,12,9
3063,4,74,5,1
3064,4,73,9,1
3065,6,66,9,1
3066,2,79,6,2
3067,3,71,8,3
3068,4,77,8,1
3069,1,80,2,2
3070,1,85,4,2
3071,1,75,7,0
3072,1,80,6,0
3073,2,82,7,2
3074,1,78,6,1
3075,0,80,6,0
3076,3,73,6,1
3077,1,69,12,2
3078,2,83,3,2
3079,3,74,7,1
3080,1,77,6,0
3081,2,71,12,0
3082,5,75,7,2
3083,1,80,6,1
3084,1,81,3,1
3085,1,78,6,1
3086,1,71,7,4
3087,2,72,7,0
3088,1,79,6,3
3089,1,84,4,2
3090,4,81,6,0
3091,6,75,5,2
3092,5,81,3,2
3093,2,77,5,1
3094,0,85,7,1
3095,1,73,8,1
3096,4,70,7,1
3097,3,77,7,2
3098,2,80,3,3
3099,4,74,6,1
3100,1,75,5,2
3120,3,3,83,1
3121,1,78,8,1
3122,3,72,6,3
3123,2,79,6,0
3124,4,75,6,2
3125,2,76,4,2
3126,5,69,8,2
3127,3,75,7,2
3128,1,76,6,1
3129,2,76,7,1
3130,2,74,11,0
3130,2,74,10,2
3131,2,68,5,2
3132,2,82,4,3
3133,1,85,6,2
3134,4,60,8,6
3134,3,73,9,2
3135,2,79,5,1
3136,4,81,7,0
3137,3,81,4,0
3138,2,69,4,2
3139,2,86,3,0
3139,3,85,4,0
3140,4,75,5,0
3141,3,76,2,4
3142,3,77,4,2
3143,10,61,7,3
3144,2,76,9,2
3144,2,75,12,1
3144,3,80,9,0
3144,3,70,7,1
3145,7,69,2,5
3146,2,70,8,1
3146,4,72,5,0
3147,1,75,7,2
3148,1,71,7,3
3149,3,74,9,2
3149,2,75,5,3
3150,2,79,5,3
3150,3,81,7,2
3151,2,77,7,3
3152,1,71,9,2
3152,3,64,9,3
3153,1,76,4,0
3153,1,72,7,2
3154,1,77,6,1
3154,2,72,9,2
3155,1,66,9,3
3155,1,77,4,2
3156,2,68,8,2
3156,3,71,10,1
3157,1,75,9,1
3157,3,77,8,1
3158,3,68,13,2
3158,5,65,9,0
3159,1,76,9,3
3159,2,78,8,0
3160,1,75,12,2
3160,2,80,5,0
3161,3,75,8,1
3161,4,67,8,0
3162,3,72,4,0
3162,1,80,8,0
3163,3,73,13,1
3163,1,71,12,2
3164,2,72,8,1
3165,3,73,5,3
3165,7,73,7,1
3166,# DIV/0!,# DIV/0!,# DIV/0!,# DIV/0!
3166,4,79,5,1
3167,2,70,8,2
3167,1,82,5,3
3168,1,74,10,2
3168,1,75,10,2
3169,1,69,7,2
3169,1,71,7,2
3170,4,81,5,1
3170,1,80,5,2
3171,6,71,7,1
3171,4,70,6,2
3172,1,75,7,2
3172,1,75,6,2
3173,1,79,2,1
3173,3,79,3,3
3174,4,69,11,1
3174,2,79,4,1
3175,3,81,4,1
3175,3,78,6,0
3176,5,74,7,3
3176,2,79,1,1
3326,5,67,11,0
3326,7,62,14,1
3326,5,71,14,0
3327,5,62,13,2
3327,6,61,8,3
3327,4,69,11,1
3327,7,67,6,1
3328,7,64,10,0
3328,3,74,7,2
3329,7,68,8,3
3329,9,64,10,2
3330,3,76,8,0
3330,4,74,9,1
3330,1,74,9,1
3331,3,71,9,1
3331,3,74,8,2
3331,3,75,9,5
3331,2,76,6,4
60,11,37,15,7
60,10,34,23,4
60,11,33,19,4
61,9,31,20,3
61,10,38,20,4
61,9,34,22,3
62,14,36,13,4
63,12,33,16,5
63,15,31,14,3
64,33,27,15,2
64,28,32,12,0
65,14,36,20,1
66,11,31,14,4
67,11,39,12,4
68,11,35,15,4
68,8,33,19,5
69,8,41,19,5
70,28,22,18,11
70,9,34,17,7
70,14,33,18,5
71,11,36,18,3
71,14,35,18,6
72,13,38,6,5
72,11,40,6,3
72,14,35,4,2
73,11,42,6,7
74,12,41,7,5
74,14,46,6,4
75,16,37,4,4
75,12,42,5,3
76,10,47,7,4
76,14,43,4,3
78,10,43,18,3
78,5,48,11,4
79,7,40,24,3
79,7,46,12,4
80,54,15,6,3
1375,21,49,12,3
1375,19,47,13,5
1376,21,45,13,3
1376,25,41,8,4
1377,18,45,12,3
1377,16,49,12,3
1379,50,30,3,3
1379,66,20,3,2
1379,51,25,5,5
1380,14,48,23,3
1381,18,49,16,4
1381,17,41,19,2
1382,80,10,7,1
1383,23,47,8,3
1384,35,27,13,3
1385,30,41,14,5
1386,20,42,13,6
1424,3,73,9,3
1424,2,76,6,4
1424,0,76,8,2
1424,3,73,4,2
1424,5,65,5,3
1424,4,69,9,2
1424,2,76,4,2
1424,3,68,8,1
1424,2,77,4,3
1424,6,71,5,3
1425,3,61,6,3
1425,0,69,8,2
1425,3,74,4,3
1425,4,68,8,1
1425,2,76,8,1
1425,2,72,5,2
1426,5,66,11,1
1426,3,79,3,1
1426,5,69,7,3
1427,6,64,11,5
1428,4,71,4,2
1428,4,67,8,4
1429,5,68,7,3
1429,3,73,9,2
1430,2,72,6,4
1430,3,68,6,2
1430,4,68,8,1
1430,3,27,7,3
1430,3,68,4,4
1430,4,74,6,2
1430,3,73,5,2
1431,10,57,9,3
1431,5,65,13,0
1432,3,69,4,3
1432,4,63,10,4
1433,5,63,10,5
1433,4,70,7,4
1434,3,64,11,3
1434,6,69,6,5
1435,5,56,9,6
1435,6,57,19,4
1436,8,61,6,2
1437,8,62,5,5
1437,9,66,8,0
1438,10,58,12,3
1439,14,60,7,4
1440,12,55,10,4
1441,11,59,6,2
1442,11,63,6,3
1443,6,68,5,3
1444,17,55,3,3
1452,5,67,9,1
1453,6,63,10,4
1454,12,60,10,3
1455,10,66,5,1
1456,6,61,7,4
1457,4,67,6,1
1458,11,53,10,3
1459,14,62,7,2
1460,13,57,9,3
1461,9,60,7,2
1461,10,66,4,3
1462,5,63,8,7
1463,7,66,12,2
1464,4,64,10,1
1465,8,65,7,4
1466,5,69,9,2
1467,5,70,4,3
1468,8,61,7,2
1469,4,64,10,2
1469,7,61,11,1
1469,3,64,8,2
1470,# DIV/0!,# DIV/0!,# VALOR!,# VALOR!
1470,7,58,9,3
1471,4,70,9,3
1471,4,66,10,2
1471,3,69,7,2
1472,4,69,5,2
1472,5,70,7,3
1473,5,63,8,3
1474,3,68,7,3
1475,11,62,8,3
1476,5,66,8,3
1476,5,71,4,0
1477,6,64,10,3
1478,4,63,7,2
1478,11,63,8,1
1479,5,69,11,4
1479,4,67,9,2
1480,5,69,13,0
1481,6,65,8,0
1482,4,71,6,1
1483,4,66,9,3
1483,4,56,8,6
1484,8,61,7,2
1484,4,67,5,4
1485,8,68,7,4
1486,10,51,14,2
1487,13,54,12,3
1488,12,65,5,3
1489,9,56,11,5
1490,18,53,9,2
1491,14,59,6,2
1492,15,60,10,3
1493,12,53,10,3
1498,23,54,5,3
1499,8,64,4,2
1500,12,60,5,0
1501,13,59,8,3
