Seccion,azul ,rojo ,naranja ,negro 
532,25,34,10,1
532,22,36,10,0
532,26,34,6,1
532,21,38,10,0
532,24,36,9,1
532,24,35,12,1
532,22,36,11,2
532,24,35,13,0
532,19,35,9,1
532,24,33,10,0
533,8,56,10,2
533,12,57,13,2
533,9,55,9,2
533,9,59,11,0
533,7,54,10,2
533,9,51,10,1
533,6,61,11,3
533,8,58,10,0
533,8,48,12,3
533,10,54,12,1
533,6,51,14,3
533,10,52,9,2
533,12,50,10,2
534,10,57,6,3
534,10,56,9,1
535,11,60,6,1
535,14,49,6,4
536,10,56,7,2
536,9,55,7,3
536,7,59,7,2
537,18,38,11,3
537,20,39,11,0
537,15,44,9,2
537,19,43,9,3
538,20,36,11,1
538,14,42,9,2
539,21,38,10,1
539,16,42,10,1
540,18,41,7,1
541,7,58,9,1
541,11,55,13,1
542,20,43,8,1
543,5,53,9,2
543,9,52,12,3
544,18,49,8,3
544,15,47,11,2
544,11,54,9,2
545,11,50,8,1
545,6,58,5,1
546,13,45,9,2
547,5,59,10,1
548,8,55,11,2
548,11,56,7,2
549,14,45,12,1
550,14,53,6,2
550,10,54,12,2
551,7,54,9,1
551,5,55,13,2
552,12,52,9,2
552,10,54,11,2
553,8,58,9,0
553,10,56,7,1
554,5,60,10,2
554,6,63,9,1
554,8,56,12,2
554,6,58,10,3
555,11,51,11,3
555,10,54,11,3
556,11,54,9,1
556,8,56,10,2
557,7,58,8,1
558,13,46,10,2
558,14,47,12,2
558,16,43,13,1
558,11,50,12,1
558,19,45,8,3
558,16,50,12,1
558,18,47,11,1
558,15,48,11,2
559,8,50,8,3
559,13,47,9,3
560,8,54,11,3
560,5,57,11,1
561,6,60,10,2
561,8,56,10,3
562,12,57,7,3
562,8,61,9,1
563,4,67,10,1
563,6,62,8,3
564,14,51,12,0
564,12,50,14,1
564,12,50,11,2
564,10,51,10,2
564,16,44,12,1
564,14,49,13,1
564,17,44,10,3
564,15,47,10,3
564,13,51,9,1
564,11,55,9,1
564,17,46,12,1
564,15,45,11,2
564,11,48,11,1
564,11,54,7,0
564,11,50,11,2
565,12,43,12,2
565,12,48,8,2
565,12,52,11,2
566,6,58,7,1
566,9,57,9,2
567,11,62,9,1
567,9,57,7,2
568,7,63,7,2
568,3,65,8,4
568,5,67,4,0
568,5,62,8,2
569,7,49,10,2
569,7,59,7,2
569,7,58,8,1
569,5,59,6,4
569,6,60,7,4
569,3,63,11,2
569,6,56,11,1
569,5,59,9,4
569,6,65,7,1
569,6,57,10,2
569,5,57,11,2
569,7,58,10,4
569,5,56,8,4
570,10,57,8,2
570,9,56,7,1
570,12,53,10,2
571,7,50,12,2
571,5,63,7,1
571,8,61,10,1
571,7,63,8,2
571,5,58,9,1
571,4,62,10,1
571,6,62,11,2
571,8,65,8,2
571,5,67,10,2
571,11,55,7,3
571,7,56,7,3
571,9,59,8,1
571,8,59,11,1
571,6,59,11,2
571,6,54,10,1
571,6,59,12,2
571,8,56,13,1
571,6,58,16,1
571,9,59,10,1
571,11,52,11,1
571,14,51,14,1
572,11,58,7,1
572,6,56,10,3
573,8,58,7,1
573,6,60,7,1
574,12,50,11,2
574,11,53,7,1
575,7,53,14,2
575,11,54,10,2
576,12,46,12,2
576,20,41,12,1
577,8,61,10,1
577,7,61,10,3
577,5,64,14,0
577,5,67,11,1
577,4,64,15,2
577,3,67,8,3
578,14,59,8,0
578,9,53,13,0
579,9,53,10,0
579,12,48,10,0
581,5,63,6,0
581,5,67,9,1
581,9,67,0,1
582,8,60,7,2
582,8,58,8,3
584,8,57,14,1
584,7,59,18,2
584,11,56,8,1
586,8,48,6,4
586,11,50,7,1
587,8,49,6,4
587,9,52,3,6
587,9,68,1,2
588,5,53,4,4
589,16,44,8,3
589,11,47,5,3
589,12,50,9,3
589,# DIV/0!,# DIV/0!,# DIV/0!,# DIV/0!
589,17,45,4,2
589,14,48,9,4
592,17,54,7,3
592,18,52,7,0
592,18,44,5,2
592,17,50,6,1
592,16,52,6,2
592,18,43,7,1
592,15,53,5,1
593,12,46,6,2
593,10,55,5,3
606,3,56,6,5
609,7,54,2,2
610,4,71,2,4
611,0,59,15,0
614,8,63,2,1
615,3,64,2,1
1396,21,34,13,2
1397,17,39,12,1
1397,25,34,12,2
1398,20,37,10,2
1398,16,42,12,1
1398,20,42,13,1
1399,20,38,12,1
1400,19,35,16,0
1400,17,40,12,1
1400,19,37,14,2
1401,8,50,14,3
1402,13,54,13,1
1402,10,58,11,1
1403,10,56,9,1
1403,9,52,9,1
1403,11,48,12,3
1404,7,54,12,1
1404,9,54,9,3
1404,11,51,11,2
1405,7,66,8,1
1405,11,57,8,3
1405,12,57,9,2
1405,10,60,10,1
1406,11,53,9,1
1406,11,49,5,1
1406,11,49,12,1
1406,14,50,10,1
1407,13,46,6,0
1504,33,23,11,1
1504,38,22,8,1
1505,19,36,14,0
1506,17,52,6,2
1507,37,23,3,1
1507,37,22,6,1
1508,41,20,2,1
1509,44,19,6,0
1509,44,22,5,1
1510,49,16,4,0
1510,47,14,4,0
1511,47,18,3,0
1512,51,11,4,1
1513,32,27,8,0
1513,30,30,6,0
1514,38,20,8,1
1514,44,19,5,1
1529,10,61,10,0
1529,7,58,12,2
1530,10,61,11,1
1530,9,56,12,2
1531,13,55,9,1
1531,11,50,12,1
1532,5,60,9,2
1532,7,57,13,2
1533,6,57,11,1
1533,11,54,14,1
1534,9,67,8,1
1534,11,53,12,1
1535,6,54,16,1
1535,6,51,17,0
1536,12,52,16,2
1536,11,51,26,3
1537,14,45,17,1
1537,8,55,15,1
1538,5,57,14,3
1538,7,55,13,2
1539,8,61,12,2
1539,7,57,12,3
1539,7,60,12,4
1540,4,61,10,2
1540,9,56,7,1
1541,5,61,14,2
1541,7,62,14,1
1542,4,69,8,1
1542,5,62,7,3
1542,4,69,6,1
1543,5,60,17,1
1543,6,54,15,2
1544,2,64,11,3
1544,7,62,13,2
1545,4,68,8,2
1545,2,68,9,0
1545,4,59,14,0
1546,9,61,8,2
1546,4,65,12,0
1547,6,63,10,1
1547,5,64,8,2
1548,7,65,9,0
1548,4,58,9,1
1548,7,62,8,3
1549,5,61,10,1
1549,7,59,9,1
1550,5,59,12,2
1550,8,61,10,1
1550,6,63,9,2
1551,11,62,12,1
1551,5,58,13,3
1551,5,59,11,2
1551,5,62,14,1
1552,5,60,12,2
1552,5,59,10,2
1552,10,52,11,2
1553,9,59,13,0
1553,5,65,11,1
1554,5,59,8,2
1554,7,61,8,3
1554,6,60,12,3
1555,5,66,11,2
1555,4,66,9,2
1555,5,63,9,0
1555,5,67,10,0
1555,5,69,9,0
1556,4,64,7,3
1556,7,62,10,2
1556,6,64,8,1
1578,17,43,12,0
1578,14,40,12,1
1578,17,44,12,2
1578,12,42,12,3
1579,7,49,7,4
1579,9,49,10,4
1579,13,49,10,2
1610,21,36,13,1
1610,21,41,15,1
1610,16,43,12,2
1611,23,39,11,2
1611,21,40,10,2
1612,35,24,7,1
1612,36,27,8,1
1612,39,27,7,0
1613,25,38,11,1
1613,27,31,9,2
1613,22,36,12,1
1614,14,53,11,4
1614,15,48,13,1
1614,18,43,13,1
1614,12,47,15,2
1615,17,44,10,2
1615,14,38,12,2
1615,23,32,12,1
1616,16,51,11,2
1616,16,48,8,2
1616,18,45,11,2
1617,15,48,13,2
1617,14,48,11,1
1617,15,48,10,2
1617,13,51,12,2
1618,9,51,11,3
1618,9,52,15,2
1618,10,49,12,3
773,32,30,6,0
773,27,33,6,1
773,32,30,6,1
774,25,41,8,1
775,52,12,2,1
775,53,15,3,1
776,56,7,2,0
776,54,8,2,0
777,43,21,2,0
777,48,17,1,0
777,53,16,4,1
777,29,36,11,0
778,3,63,8,3
778,7,61,8,0
779,5,61,7,1
779,1,69,6,5
780,5,64,5,5
780,4,62,8,2
780,4,68,7,3
780,2,68,7,3
780,2,62,6,3
780,7,64,5,3
780,5,54,7,3
780,5,58,5,5
781,37,23,2,0
781,43,23,2,0
782,3,63,6,4
782,3,63,8,2
783,4,64,8,4
783,1,61,8,3
784,9,59,12,3
784,1,68,8,3
785,6,69,7,1
785,6,64,6,4
787,16,43,7,1
787,13,48,10,2
788,48,15,7,1
788,45,22,3,0
789,6,56,7,4
789,9,58,7,1
790,6,64,9,1
790,4,68,6,2
791,6,60,7,1
792,16,43,9,1
792,22,43,7,1
793,39,22,6,1
793,37,24,5,0
794,3,67,7,2
794,4,64,7,2
794,6,64,10,3
794,5,3,68,0
794,9,57,11,1
794,57,8,3,1
795,30,29,7,1
795,27,23,6,1
796,7,57,8,0
796,5,67,7,0
797,16,54,9,0
798,4,62,10,0
798,4,65,9,2
799,7,64,6,2
800,5,63,7,2
801,38,28,4,1
802,41,23,3,1
803,24,41,5,2
803,31,28,8,1
804,31,29,4,1
804,34,24,7,0
805,25,40,7,0
806,23,35,6,2
806,25,33,10,0
806,23,41,12,1
807,7,75,0,0
807,17,45,12,1
807,15,44,9,1
807,19,40,9,0
807,18,42,9,2
807,21,40,10,1
807,18,45,10,1
807,17,45,12,0
807,18,42,11,1
807,24,40,8,1
807,18,45,11,1
807,20,42,8,0
807,17,45,10,2
807,14,43,10,2
807,15,44,11,0
807,11,48,14,1
807,19,40,11,1
807,13,45,10,2
807,19,45,10,1
807,7,50,6,3
809,9,56,5,1
810,40,20,4,1
810,46,17,6,0
811,16,40,7,2
811,13,49,7,3
812,11,56,9,2
812,8,59,8,1
813,4,61,8,2
814,5,59,6,3
814,5,57,7,1
815,19,46,9,1
816,12,49,9,2
817,17,41,12,1
818,26,44,8,0
819,28,48,3,0
820,8,55,10,2
821,13,57,10,0
822,17,48,8,1
822,17,49,7,1
822,18,48,8,1
822,14,55,7,1
823,31,25,5,0
823,35,25,6,0
824,9,52,6,1
825,14,43,12,2
826,18,51,8,1
827,10,50,11,1
828,15,49,6,1
829,25,40,7,0
830,6,58,9,1
830,5,60,7,2
830,7,56,9,2
831,29,34,6,0
831,22,39,8,2
832,7,56,9,1
833,11,50,9,1
833,9,51,10,1
834,8,56,7,2
835,14,54,7,1
836,7,59,4,2
837,4,66,5,1
838,9,64,6,1
838,4,64,6,3
839,14,48,5,1
840,10,53,10,1
841,9,54,9,2
842,14,46,7,1
842,13,48,9,1
842,16,43,8,1
843,20,48,7,2
843,13,47,10,0
844,11,51,12,1
844,15,44,9,2
844,11,55,8,2
844,10,55,9,1
845,13,51,5,0
845,14,50,7,0
846,17,40,7,2
846,17,52,8,0
847,17,39,10,1
848,16,55,11,0
848,12,52,7,2
849,6,55,11,2
849,8,57,7,2
850,10,58,7,1
851,13,49,7,1
852,13,41,7,2
853,15,50,10,2
853,14,49,8,1
854,17,43,8,2
855,9,55,11,2
855,11,49,10,1
856,11,47,3,2
856,8,49,9,0
857,11,52,10,1
857,10,49,9,1
857,12,58,9,1
857,8,55,10,1
857,6,61,9,1
857,10,51,12,2
857,13,53,10,1
857,11,56,7,1
858,5,65,8,2
858,8,56,11,2
858,6,59,10,2
858,6,61,5,0
858,4,60,9,1
858,6,60,8,1
859,7,56,9,1
860,7,59,9,1
861,9,59,6,1
861,8,56,10,1
862,6,62,6,2
862,6,61,6,3
863,7,54,10,1
863,6,57,6,1
864,9,56,8,1
864,10,61,8,2
865,15,45,11,2
865,10,55,7,1
866,2,60,8,2
866,4,53,11,3
867,8,57,9,2
867,7,59,5,2
868,11,55,9,1
869,4,55,9,1
869,5,60,5,0
870,7,64,10,1
871,5,63,8,2
871,9,67,7,0
872,9,57,6,2
872,6,66,9,1
873,9,57,9,3
873,7,59,11,1
874,12,51,10,1
875,4,67,4,2
875,6,62,7,0
876,6,65,8,0
877,2,70,9,0
877,4,63,8,2
878,6,63,8,0
879,7,61,10,1
880,8,62,9,0
880,11,52,10,1
881,7,56,8,2
881,10,54,8,0
882,10,59,8,2
882,5,60,11,0
883,6,63,8,1
883,7,55,9,1
883,6,63,9,1
884,8,61,10,3
884,3,61,10,2
884,6,68,7,1
885,3,68,8,2
885,7,63,7,1
886,6,60,5,2
887,6,57,12,2
887,4,80,0,2
887,4,60,10,2
887,3,63,9,2
887,7,56,12,0
887,4,61,13,1
887,4,66,8,0
887,5,63,7,2
887,4,65,9,2
887,4,61,9,2
887,4,65,6,1
887,3,65,8,1
888,2,67,7,2
888,3,62,8,1
888,3,66,7,2
889,4,63,9,2
889,3,62,6,2
890,4,62,6,2
890,6,60,4,0
891,6,69,5,1
892,4,66,5,1
893,4,61,4,2
894,5,56,6,2
894,4,60,9,2
895,6,66,6,0
895,5,63,9,2
896,3,65,10,2
896,2,69,7,2
897,7,61,10,2
897,4,63,9,1
898,4,58,10,1
898,4,67,7,0
899,6,61,8,1
899,5,66,13,1
900,3,65,7,2
901,4,63,11,1
901,5,61,10,2
901,2,67,9,2
901,3,63,10,1
901,5,62,12,2
901,5,67,11,2
901,4,68,7,0
901,2,33,3,50
902,2,64,7,2
902,2,65,6,3
903,4,57,14,2
903,3,64,7,2
903,5,60,11,2
904,2,67,7,2
904,3,72,9,0
904,3,60,9,4
904,2,70,10,2
905,2,64,8,2
905,2,71,5,2
906,2,68,6,2
906,5,61,8,4
906,2,65,6,3
907,2,69,6,0
907,3,64,7,2
907,3,60,9,1
907,2,66,9,3
908,6,64,5,3
908,5,64,6,1
908,6,64,6,1
909,4,60,9,2
909,4,64,9,1
909,3,62,10,2
910,5,68,7,1
910,3,67,9,2
910,4,65,9,2
910,4,68,8,1
910,5,66,8,2
910,3,69,7,3
911,2,67,9,2
911,3,66,8,2
911,8,62,6,2
911,4,62,9,1
911,6,66,9,2
911,2,71,4,1
911,4,67,11,1
912,3,68,9,3
912,3,63,11,2
912,3,70,7,2
912,2,59,10,1
912,3,65,7,2
912,7,60,9,2
912,3,63,11,0
913,6,64,4,1
913,4,69,6,3
914,4,73,5,1
914,4,66,6,2
915,3,70,7,1
915,5,66,11,1
915,3,67,5,2
915,5,64,8,3
916,8,56,10,2
916,3,64,9,2
916,7,64,9,1
916,8,57,8,2
916,4,62,11,1
916,4,63,11,1
917,8,50,8,2
918,2,65,7,1
919,2,67,6,3
919,5,72,6,0
919,3,67,9,1
919,1,72,7,2
920,0,69,6,2
920,3,58,9,1
920,3,70,7,1
920,4,60,6,2
921,4,72,4,1
921,2,65,7,3
922,9,59,10,1
922,10,57,8,2
923,10,54,9,2
923,9,52,12,1
924,5,63,11,1
924,3,61,9,2
925,4,63,8,1
925,3,66,12,1
926,6,60,10,1
926,5,63,9,2
927,5,72,7,2
927,6,65,3,3
928,3,62,5,3
928,4,63,8,3
928,3,69,3,3
929,6,59,10,1
929,4,63,11,1
930,7,60,10,1
930,5,61,7,1
931,6,63,8,0
931,7,61,12,2
932,8,60,8,0
932,5,66,6,3
933,4,58,2,1
934,4,63,4,0
935,2,61,5,4
936,1,59,3,2
936,1,60,3,2
936,2,73,3,3
936,5,64,2,2
937,4,53,9,2
937,2,65,7,2
937,5,57,9,4
938,3,68,5,5
938,8,64,4,1
939,3,63,2,2
939,4,62,5,2
940,11,60,8,2
940,7,58,8,2
941,3,65,5,4
941,7,64,3,3
942,4,62,9,1
942,6,61,4,2
943,11,57,7,1
943,9,54,6,2
944,2,66,4,3
944,5,57,12,1
945,1,60,8,1
945,4,62,5,2
945,4,59,6,2
945,5,59,7,4
945,7,58,11,1
946,10,56,9,1
946,6,57,8,1
947,7,61,6,2
947,6,62,6,3
948,8,63,7,3
948,6,55,12,3
949,8,62,10,1
949,4,63,11,0
949,6,61,9,2
949,6,52,11,2
949,7,63,8,3
949,9,58,11,1
949,9,58,7,1
949,5,62,12,2
950,5,52,7,2
950,6,56,12,3
952,22,39,9,1
952,23,43,9,1
952,20,44,10,2
952,5,64,9,1
953,3,49,10,2
954,18,44,9,0
954,15,46,10,2
954,12,54,4,0
955,2,57,7,4
955,5,60,4,6
956,9,61,8,2
956,8,53,9,1
956,11,55,8,1
956,12,55,8,0
956,14,53,8,2
956,13,55,7,1
956,12,54,7,2
956,13,49,7,1
956,10,57,7,1
956,14,52,10,2
956,9,59,7,0
956,10,55,8,2
956,8,55,11,1
956,6,58,9,1
956,11,55,10,0
956,3,63,5,2
956,1,67,3,2
956,44,20,6,1
956,38,22,8,1
956,34,25,5,0
957,11,63,1,2
957,3,59,3,5
958,5,61,7,1
958,5,59,6,0
959,4,56,5,3
959,7,59,6,2
960,4,63,8,1
960,5,69,7,2
961,4,53,6,2
961,2,60,7,2
962,2,55,6,4
962,3,53,5,2
963,2,69,7,1
963,6,60,7,1
964,4,60,5,1
964,3,71,5,0
964,3,67,7,2
965,1,70,5,1
965,2,68,5,0
966,3,69,4,2
966,2,67,4,1
966,4,62,6,3
966,3,63,8,2
967,4,68,6,2
967,4,81,5,3
968,2,67,3,1
968,3,59,5,5
969,8,64,4,1
969,4,67,9,2
970,4,66,4,3
970,4,70,6,1
971,2,71,4,2
971,4,66,5,1
972,1,72,3,3
972,3,62,3,3
973,4,60,8,2
973,4,59,7,1
974,3,62,4,2
974,3,58,3,3
974,4,59,5,2
975,6,59,4,1
975,7,49,6,2
976,6,59,4,1
976,4,55,3,2
976,2,57,4,2
977,6,59,8,1
977,3,57,9,2
977,10,60,7,3
978,4,61,4,1
978,6,59,6,2
979,5,59,5,1
979,6,58,2,2
980,3,60,2,2
980,3,63,6,3
981,2,62,5,4
981,1,62,6,2
982,1,69,6,4
983,1,61,4,6
983,3,61,4,2
984,2,60,4,2
985,4,65,4,3
986,3,64,3,2
986,3,69,3,2
987,0,71,5,3
987,4,67,7,2
988,7,48,3,3
989,1,77,1,1
990,0,62,6,3
991,7,52,9,3
991,4,51,4,6
991,2,58,5,3
991,4,55,3,3
1557,4,61,11,0
1557,3,61,11,1
1557,6,65,12,2
1557,5,66,5,1
1557,5,67,9,1
1558,7,56,13,1
1558,9,50,8,1
1558,6,54,13,2
1559,6,62,8,1
1560,2,72,11,0
1560,26,52,8,0
1560,5,73,9,0
1560,4,66,8,1
1560,4,66,10,2
1561,6,54,15,1
1561,8,62,9,0
1561,9,62,11,1
1561,8,61,9,1
1561,8,64,6,3
1562,4,67,7,1
1562,2,70,7,1
1562,3,62,7,2
1562,2,68,8,1
1562,4,68,9,1
1563,5,58,12,0
1564,5,69,8,1
1564,3,72,5,0
1565,7,53,13,3
1566,7,69,10,2
1566,4,66,9,1
1566,2,67,12,1
1567,10,52,13,1
1568,6,61,14,0
1568,5,70,10,0
1568,4,68,9,2
1569,6,67,9,0
1569,6,57,14,0
1569,8,59,12,2
1569,5,68,11,0
1580,2,65,9,2
1580,2,63,10,4
1580,3,70,9,0
1581,4,66,8,2
1581,4,65,8,0
1581,6,60,8,2
1581,5,66,5,1
1619,9,60,6,2
1619,7,52,10,3
1620,9,57,11,2
1620,8,62,8,1
1620,9,59,11,0
1620,9,55,10,1
1621,10,59,7,1
1621,6,55,12,2
1621,5,58,12,1
1621,6,62,10,1
1622,5,64,14,0
1622,8,53,14,2
1622,7,56,12,1
1622,6,69,6,1
1623,7,57,9,2
1623,7,58,10,3
1623,5,61,7,3
1624,7,56,14,2
1624,4,64,9,0
1624,4,64,8,1
1624,5,62,9,1
1109,6,37,15,3
1109,2,48,14,1
1109,4,46,16,2
1109,5,45,10,1
1109,5,44,10,1
1109,5,43,12,2
1110,6,41,8,5
1110,9,43,10,2
1110,4,51,7,2
1111,5,40,11,2
1111,4,47,11,2
1112,7,42,9,3
1112,8,34,10,1
1113,3,48,3,5
1113,1,42,3,8
1114,5,56,4,3
1115,2,53,2,5
1115,2,59,1,1
1116,2,49,6,4
1117,4,63,4,2
1118,0,53,5,4
1120,1,70,0,5
1121,1,61,3,4
1122,2,54,6,3
1123,3,59,14,3
1124,1,58,11,4
1124,1,49,14,3
1125,1,66,7,2
1126,4,40,8,0
1127,5,50,3,0
1128,0,53,4,2
1129,2,66,5,2
1130,1,54,4,2
1130,3,49,8,4
1131,1,49,4,7
1131,0,43,5,0
1132,0,62,2,2
1133,1,38,2,3
1134,2,56,5,3
1135,1,51,6,5
1136,3,34,5,2
1137,2,53,3,4
1138,4,56,7,2
1138,3,52,7,1
1138,4,61,8,2
1139,9,56,8,2
1140,2,60,7,1
1140,3,63,6,2
1140,3,57,6,2
1141,6,55,10,1
1141,4,55,10,1
1141,7,54,7,2
1142,3,56,9,2
1142,3,59,6,3
1143,1,61,9,2
1144,6,56,7,0
1145,4,62,10,2
1145,5,63,8,0
1146,3,65,3,3
1146,4,53,15,1
1147,1,62,8,2
1147,2,69,6,2
1147,3,60,9,3
1148,2,56,5,2
1148,2,55,7,2
1149,6,50,9,1
1149,4,54,5,1
1150,2,58,8,3
1150,3,55,7,1
1150,2,56,9,2
1151,2,53,7,3
1151,1,59,9,3
1152,2,55,8,2
1152,1,55,10,2
1153,4,60,11,4
1153,3,61,10,2
1154,3,66,10,1
1155,1,72,3,2
1155,1,70,6,2
1155,1,61,7,3
1156,1,73,3,1
1156,1,74,3,1
1156,1,76,4,1
1156,0,74,5,1
1157,0,68,2,1
1158,3,56,11,2
1158,2,57,5,8
1158,8,64,8,2
1159,3,64,8,4
1159,1,58,4,3
1160,1,76,9,1
1160,2,73,12,3
1161,1,67,15,1
1161,2,59,18,3
1162,2,79,6,3
1162,1,77,4,3
1163,2,63,6,4
1163,2,65,6,2
1164,1,60,6,1
1165,4,67,8,2
1165,4,64,6,3
1166,3,71,10,2
1166,4,62,4,2
1167,2,67,5,2
1167,3,74,6,2
1168,2,73,7,2
1168,2,68,9,2
1169,1,63,4,3
1170,8,53,7,2
1170,4,59,8,3
1171,4,63,9,2
1171,4,63,9,1
1172,8,58,9,1
1173,4,62,9,2
1174,0,59,13,1
1174,6,56,11,2
1174,3,59,15,2
1175,2,63,17,3
1176,3,71,4,1
1176,2,63,8,3
1177,3,61,12,3
1177,1,66,13,1
1178,1,61,3,1
1178,2,64,10,3
1179,1,70,9,1
1180,4,54,16,3
1180,4,56,13,3
1180,3,60,10,6
1181,1,72,6,2
1181,2,68,6,2
1181,1,69,6,4
1182,2,66,5,3
1182,2,64,6,4
1183,2,63,8,3
1183,3,61,7,3
1183,3,69,5,2
1184,3,69,3,3
1184,3,64,10,2
1184,5,62,7,1
1184,1,64,8,5
1185,4,53,15,1
1185,1,57,19,2
1186,4,59,8,2
1186,3,60,10,2
1186,4,64,8,3
1187,3,60,9,2
1187,3,58,6,3
1187,4,59,9,2
1188,2,63,11,2
1188,3,66,7,4
1188,2,71,6,4
1189,21,43,7,1
1189,18,40,7,2
1189,22,39,7,3
1190,17,46,8,1
1190,26,33,7,1
1190,22,37,8,2
1190,22,42,8,1
1191,19,47,7,3
1191,22,45,6,0
1192,17,43,5,1
1192,25,42,5,0
1193,20,29,8,2
1193,24,34,5,1
1194,30,34,7,1
1194,30,33,3,2
1195,21,47,7,2
1195,18,45,5,2
1195,20,42,6,2
1195,22,45,6,2
1195,20,46,6,3
1196,36,27,6,2
1197,22,40,6,3
1197,25,42,6,2
1198,39,29,2,1
1198,39,29,4,0
1198,18,49,6,2
1199,21,46,4,0
1199,25,40,6,1
1199,25,39,4,1
1200,21,40,5,5
1201,19,40,8,2
1201,19,48,4,2
1201,17,52,4,2
1202,20,50,6,2
1202,21,46,8,1
1203,10,47,6,4
1203,17,43,5,2
1203,15,41,6,4
1203,15,45,7,2
1203,13,42,5,4
1204,15,48,3,1
1204,14,54,3,2
1205,13,47,2,4
1205,11,45,3,3
1206,15,48,3,3
1206,17,46,5,2
1207,12,52,3,3
1207,14,50,4,3
1208,15,52,3,4
1208,17,51,3,2
1209,13,46,2,2
1209,10,57,2,3
1209,12,55,2,1
1210,24,42,4,2
1210,28,42,4,1
1210,14,42,6,4
1211,14,49,5,1
1211,18,51,5,1
1211,16,45,7,2
1212,17,51,5,1
1212,20,48,6,2
1212,15,48,3,2
1213,7,56,2,2
1213,12,52,3,2
1213,12,49,3,4
1214,10,49,8,2
1214,10,45,4,8
1215,13,49,4,3
1215,15,47,2,2
1215,10,61,0,2
1216,8,57,1,2
1216,12,58,3,3
1216,6,55,3,3
1216,9,61,4,5
1217,8,57,3,3
1217,11,55,4,4
1217,10,54,4,3
1218,7,59,5,3
1218,8,55,5,2
1218,8,53,3,1
1218,7,64,3,1
1219,13,56,8,2
1219,12,48,8,2
1220,16,47,4,5
1220,10,60,3,1
1221,7,59,5,1
1221,5,64,4,1
1222,11,57,6,3
1222,11,58,8,4
1223,1,55,3,3
1224,10,57,8,2
1224,8,57,6,4
1225,15,41,11,1
1225,5,56,6,2
1226,6,57,10,3
1226,8,47,19,4
1227,1,43,31,5
1228,10,48,7,4
1228,12,50,8,4
1228,11,51,8,3
1228,2,67,8,3
1229,16,41,7,2
1229,17,48,8,1
1229,12,50,7,2
1230,4,66,5,1
1230,4,68,10,1
1230,5,69,6,2
1230,4,68,7,3
1231,15,47,7,2
1231,16,53,6,0
1232,29,35,5,1
1232,27,34,5,2
1233,45,22,4,1
1233,42,27,4,0
1233,14,55,9,1
1233,8,57,7,2
1234,28,36,7,0
1234,32,32,5,1
1235,5,66,7,1
1235,5,61,7,1
1236,7,64,9,1
1236,4,61,8,3
1236,6,58,11,1
1237,2,68,5,3
1237,1,62,7,3
1238,2,67,7,2
1238,2,68,6,2
1239,3,71,3,3
1239,6,62,8,2
1239,3,67,5,2
1240,8,62,8,1
1241,2,68,5,2
1242,5,64,7,1
1243,4,63,8,3
1243,7,64,11,2
1243,6,69,6,1
1243,3,66,8,1
1244,8,61,7,3
1244,3,68,7,1
1244,5,58,5,8
1245,6,63,10,2
1245,10,60,9,2
1246,21,40,6,1
1246,14,52,8,1
1247,26,35,7,1
1247,30,38,7,1
1248,40,24,7,1
1249,4,62,9,1
1249,8,55,0,2
1250,2,59,10,1
1250,5,67,9,1
1251,3,62,8,3
1251,3,65,11,2
1251,6,65,10,1
1251,7,62,9,4
1251,6,58,6,2
1251,7,57,8,0
1251,5,65,11,1
1252,4,67,8,1
1252,3,65,7,2
1252,5,63,9,1
1252,5,64,8,3
1253,5,66,6,1
1253,6,62,13,2
1253,7,61,9,1
1254,0,65,0,6
1254,13,49,6,1
1254,17,51,6,0
1254,6,59,6,3
1255,28,38,6,1
1255,26,37,5,1
1256,9,63,5,2
1256,7,58,10,2
1257,5,55,10,2
1257,6,59,6,2
1257,6,56,8,1
1258,2,67,9,1
1258,3,71,8,1
1259,4,67,6,1
1259,2,70,6,1
1259,2,71,13,1
1259,13,14,22,6
1259,7,66,9,3
1260,6,61,8,1
1260,4,58,11,0
1260,8,54,9,3
1260,6,60,9,2
1260,6,65,9,1
1260,4,64,8,1
1260,5,59,8,1
1261,11,59,6,1
1261,12,55,9,1
1261,0,64,10,2
1261,9,52,11,1
1261,9,61,7,1
1261,11,57,9,2
1261,1,54,13,1
1261,14,41,13,2
1261,9,57,11,1
1262,15,46,7,2
1262,15,52,7,1
1263,9,58,7,0
1263,6,62,11,0
1263,6,62,11,1
1263,4,63,13,1
1264,5,67,7,2
1264,2,70,4,2
1264,2,65,8,1
1264,5,68,6,3
1264,3,63,9,3
1265,4,65,6,1
1265,4,69,5,1
1265,9,62,6,3
1265,2,69,7,1
1266,3,67,5,3
1266,4,68,8,2
1267,1,64,7,2
1267,5,62,9,4
1267,2,64,6,4
1267,3,64,7,1
1267,4,65,8,1
1267,2,66,11,1
1267,2,72,9,1
1268,6,64,7,1
1268,5,68,5,3
1268,4,62,6,1
1269,16,47,9,1
1269,11,49,10,1
1269,16,43,7,1
1270,4,70,5,2
1270,5,68,5,2
1270,2,75,3,2
1271,3,60,4,7
1271,2,64,4,7
1272,4,61,5,4
1273,3,63,9,2
1274,2,73,1,2
1275,0,67,1,3
1275,1,65,1,2
1276,4,56,4,4
1276,2,60,5,4
1277,2,72,3,2
1277,1,70,6,2
1277,2,70,5,2
1278,5,59,5,3
1278,3,68,6,2
1278,5,65,7,1
